asn
11233
44127
26264
47051
196633
29007
42756
134433
5468
47114
54304
20549
395277
23000
37922
200726
9038
25886
5697
132263
41011
131290
28031
202183
23154
42166
41114
205889
197712
31209
27996
23393
204810
55680
137098
268536
27343
34235
36986
15805
199119
131091
54492
59073
161
26100
263944
63035
61838
8057
33873
43679
263922
64031
59789
395408
31761
42411
36914
11158
135209
262241
60493
8660
200621
12629
56808
268031
45926
36086
37526
395558
132323
134087
30263
30255
31204
133644
6775
21274
14205
23241
5436
136634
34810
54566
15945
19626
43047
7064
9491
263040
15177
31019
31086
46937
28729
54233
24703
396078
61419
201759
44141
39115
32165
200594
39513
267940
134917
200925
132499
26031
394627
204038
394831
49432
132215
263736
134064
22840
134349
203038
52799
33075
328233
204388
198060
14747
24273
47571
35745
39012
198751
38334
203102
19381
19331
47790
60148
42515
264270
53593
50218
18751
32907
262163
12464
34530
22759
12165
34618
27214
16267
263070
58616
132447
48719
26606
39482
197142
62872
59043
48071
16858
265533
43498
13030
51130
23925
9890
198205
31483
13344
41028
29554
28369
45899
12686
46622
49240
56057
23710
4893
394304
201631
38505
197064
63045
38437
20252
17146
14872
266487
50429
263788
13094
266502
263224
263786
59582
57074
205829
15508
55261
135439
62800
41696
201873
394592
39112
201893
33395
49875
18487
35060
198373
26961
42711
14626
7184
60411
44172
6495
28218
18007
201271
38313
6091
210197
132413
201141
26725
63741
268355
13445
41405
25546
57031
10042
56714
49477
43424
394484
35169
32161
47324
58462
50203
53533
27153
34065
202401
137267
24572
6723
136947
268448
60804
19224
264906
136557
34784
10064
28555
39265
197266
54212
32578
33261
40101
45929
203636
18142
9924
3688
48332
197169
262375
5049
32522
51806
396102
267301
50822
8522
38966
268528
2486
135744
29788
201490
8943
8400
394859
266561
267550
3495
61221
33251
395356
53095
18278
134697
35646
23209
33623
63115
202595
16494
57966
60134
30766
28051
327900
45755
63255
58914
47770
266594
137453
14291
395686
263691
206047
45903
58558
394817
32228
20030
12389
44710
49393
57287
56110
327888
21571
14115
134601
264236
396019
138073
202207
42149
21512
136867
22390
200873
263675
33906
37888
197282
6188
188
50369
4232
53429
26292
31035
201287
52144
53537
43929
703
206323
21814
11126
57337
55853
46841
394601
35640
32418
7545
262388
52772
393517
393631
35473
199944
14328
197889
396949
23966
14653
393960
199913
8720
264754
49577
41046
52873
43009
56851
207087
202176
14724
264036
198937
268623
60653
12824
2865
53726
58653
53083
31214
50275
32048
63052
6233
46896
52712
49638
199787
13850
13690
9142
201091
44858
200086
22601
48239
328198
56880
134021
22042
20274
136209
26330
13293
265206
134687
202021
8264
198160
58952
200786
42366
202405
61333
36041
16871
39597
9808
18299
25615
265078
29397
38306
204975
18127
197965
51910
33372
206880
52058
12642
9738
54240
395580
267325
136371
199146
38562
137139
47900
35526
263887
33227
60042
52037
12350
43001
28879
327963
27993
42368
48809
138148
33283
265575
200102
263167
51444
52896
57945
49838
204110
199974
265963
25275
133417
135257
204875
198039
58931
393418
14117
15510
18419
54877
53592
201496
132330
135551
53373
8803
267309
199317
14112
49039
49209
135244
204483
10480
396204
51071
33759
45966
198645
59203
133237
197303
59029
52568
134451
58025
9631
43958
262649
39198
14522
134390
56993
11284
205352
134018
58983
45430
27292
263462
262954
7122
265132
39885
55476
206152
59288
262605
7235
45575
39878
20581
135634
267058
50670
32879
19222
199809
55216
199190
31510
394467
13335
18721
34387
12748
394510
5413
19254
26464
265062
134102
55757
133296
28707
13468
8805
134187
30968
29731
53698
268434
199891
20385
6597
19377
4262
204895
57033
47518
12876
17059
60766
265636
12506
28178
27467
53957
53498
24578
15225
264771
46359
32270
60608
394839
43521
267513
64315
44718
56812
23889
36310
51066
133217
47949
206749
30430
265198
30119
36678
395819
61719
267095
25386
18027
266136
206073
42224
15739
25147
22418
63403
21271
15772
263946
61776
9297
33022
12942
328032
31049
8902
13996
9188
9298
25039
60878
56001
264365
61270
19389
22500
6874
20889
17293
268526
52219
22562
205459
55952
47542
11091
51970
201925
2592
197923
55268
22243
29066
61029
267271
197125
15146
53239
43330
393258
51030
52350
34704
29505
49115
202604
51159
28050
21956
60415
132991
396843
264921
50088
21235
57638
46878
58765
26549
8220
61449
44134
35755
200519
9146
9112
38788
29
60718
41443
397261
265542
57452
198406
40564
51870
6146
6
30665
205313
33904
52960
28797
19566
136479
17163
262928
19968
131723
200627
11211
29037
263861
30915
16582
197799
265056
42330
45588
266233
11904
50812
50271
50037
197514
132424
14375
6645
16967
394480
34838
133525
394802
45701
197950
57896
32162
28375
198613
30171
204128
29545
21660
266115
200906
21867
263847
200869
45581
44315
55315
52490
38310
22616
8698
267377
264354
197534
206626
39384
56346
201111
57136
28183
204712
26237
45543
49909
50609
12773
196678
61989
24985
7254
49767
133800
46028
16930
394368
136737
53775
27421
13172
28756
264378
39341
136610
206599
44903
58057
36317
26176
132239
196991
262905
8680
22401
36860
206927
1445
62032
25439
36166
33121
266934
262578
15240
205815
138561
12217
205624
33632
59935
264957
23706
136967
47923
43017
31514
22083
48322
207254
57018
203492
29683
25061
8928
52217
48157
59382
37579
328203
23564
31302
62389
132843
266244
23139
41537
11376
30358
198503
264781
49472
16552
395627
43495
200703
203310
50097
19108
61921
58581
10213
209915
202170
200931
1224
199496
198038
34662
25421
13433
134082
30359
53699
394975
40391
38030
50539
132201
62647
8477
263291
59045
47396
11090
20240
63276
268669
3763
267511
29263
198093
202032
205726
135513
41856
134512
29009
25031
200370
198133
57153
262428
58672
268196
39227
15624
60565
20592
132347
43731
27823
22262
17196
36692
25056
21869
37163
4779
48188
38924
49295
39916
30475
63305
9767
51464
265888
198554
63315
44674
26598
7558
26822
203373
53119
16391
132995
5459
21196
62600
36992
42543
13780
198207
60097
14866
43572
39093
267546
51599
268336
395247
52475
13202
22752
36460
7055
56557
33771
37342
6181
15392
37424
21127
209968
39032
52539
210222
34912
1759
51843
201577
200152
394439
19864
60587
15590
133359
197091
62663
62166
60359
18230
16928
206674
34766
395498
199409
2495
47470
204639
8410
3914
36963
48406
11019
11240
55857
39290
267059
23724
267379
196818
21547
35650
59516
49010
264479
138145
44860
21500
10464
9556
19506
14767
328066
131317
263368
37714
59529
203983
42180
8853
202626
9318
52401
393551
10838
12028
53780
204338
26213
204019
11347
61155
200422
9474
46574
21930
10445
19060
43503
36068
24954
53985
28781
50126
207056
50550
43837
44408
132863
62329
50248
39556
199156
49879
133747
44052
21430
10310
26995
47939
37517
11274
265174
41685
12556
61706
28940
41368
60106
56653
17870
207169
20
205482
30229
9557
262738
206046
134783
13540
24238
31463
131475
62150
26199
53492
262616
31726
263166
132844
40370
196913
266100
12969
11115
36097
32160
24812
16194
53501
17094
34628
14023
133188
47148
21623
50843
134832
38408
26842
203498
29817
266302
29841
47418
55185
34125
262202
31627
43132
26479
20139
266130
206873
197218
196796
21719
201912
6938
60051
29611
21935
15518
263725
203226
39135
57245
264455
393249
394384
265210
27779
54305
197921
61408
21424
34851
268242
201068
205232
198172
262314
53281
57828
395725
25069
51764
50776
17364
15342
40346
204913
11975
137149
48896
20016
12272
43719
394714
393735
23173
12555
197988
137343
53853
41616
30852
263959
22711
43256
22885
30537
55673
39218
28906
56522
32297
42418
207101
22038
396387
42997
262727
19186
56539
18772
9479
61091
50284
394807
56592
133269
50834
22785
17371
137391
265228
58098
56705
37164
266619
263640
24699
15180
56526
22834
26550
210302
20924
58055
38264
265729
42402
40746
57598
52168
19208
63851
264657
36842
197230
210312
43459
43082
262722
204724
13794
58278
202597
40489
63368
7703
18221
3491
393849
50357
262708
32261
36344
264762
15422
4802
61308
395617
52545
40612
24770
265417
25022
11963
39179
57210
33402
278
47364
21628
30849
14926
263565
18547
135269
26169
395293
196824
15050
198826
266196
54542
45610
21234
25909
44795
33293
196652
54125
41153
262880
